,transaction_date,symboling,normalized-losses,make,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,symboling_MinMaxScaler,normalized-losses_MinMaxScaler,wheel-base_MinMaxScaler,length_MinMaxScaler,width_MinMaxScaler,height_MinMaxScaler,curb-weight_MinMaxScaler,engine-size_MinMaxScaler,bore_MinMaxScaler,stroke_RobustScaler,compression-ratio_RobustScaler,horsepower_MinMaxScaler,peak-rpm_MinMaxScaler,city-mpg_MinMaxScaler,highway-mpg_MinMaxScaler,price_RobustScaler,city-L/100km_MinMaxScaler,diesel_RobustScaler,gas_RobustScaler,aspiration_std,aspiration_turbo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_awd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv
24,2025-01-25,1,148,0.043010752688172046,0,93.7,0.7558865929841423,0.8861111111111111,50.6,1989,2,90,0.3225806451612903,2.97,3.23,9.4,68.0,5500.0,31,38,6692.0,7.580645161290323,1,0,1,0.6000000000000001,0.43455497382198954,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.16363636363636402,0.1943366951124903,0.11934156378600824,0.30714285714285716,-0.2,0.5,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,-0.37702436377138615,0.23225806451612913,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
25,2025-01-26,1,148,0.043010752688172046,0,93.7,0.7558865929841423,0.8861111111111111,50.6,1989,2,90,0.3225806451612903,2.97,3.23,9.4,68.0,5500.0,31,38,7609.0,7.580645161290323,1,0,1,0.6000000000000001,0.43455497382198954,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.16363636363636402,0.1943366951124903,0.11934156378600824,0.30714285714285716,-0.2,0.5,0.12578616352201255,0.5510204081632655,0.4857142857142857,0.5789473684210527,-0.27225729056582215,0.23225806451612913,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
26,2025-01-27,1,148,0.043010752688172046,0,93.7,0.7558865929841423,0.8861111111111111,50.6,2191,2,98,0.46774193548387094,3.03,3.39,7.6,102.0,5500.0,24,30,8558.0,9.791666666666666,2,0,1,0.6000000000000001,0.43455497382198954,0.2448275862068967,0.2634146341463417,0.29914529914529897,0.16363636363636402,0.2726920093095423,0.15226337448559674,0.34999999999999987,0.3333333333333333,-1.749999999999999,0.339622641509434,0.5510204081632655,0.28571428571428575,0.368421052631579,-0.1638342235297478,0.4166666666666667,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
27,2025-01-28,-1,110,0.043010752688172046,0,103.3,0.8390197020663143,0.8972222222222221,59.8,2535,2,122,0.3225806451612903,3.34,3.46,8.5,88.0,5000.0,24,30,8921.0,9.791666666666666,1,0,1,0.2,0.23560209424083772,0.5758620689655172,0.5447154471544717,0.3675213675213671,1.0,0.40612878200155156,0.25102880658436216,0.5714285714285714,0.5666666666666659,-0.6249999999999994,0.2515723270440251,0.346938775510204,0.28571428571428575,0.368421052631579,-0.12236154351489532,0.4166666666666667,0.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
28,2025-01-29,3,145,0.043010752688172046,1,95.9,0.8322921672272945,0.9208333333333332,50.2,2811,2,156,0.005376344086021506,3.6,3.9,7.0,145.0,5000.0,19,24,12964.0,12.36842105263158,2,0,1,1.0,0.41884816753926707,0.3206896551724139,0.5219512195121947,0.5128205128205119,0.12727272727272787,0.513188518231187,0.3909465020576132,0.7571428571428573,2.033333333333331,-2.499999999999998,0.610062893081761,0.346938775510204,0.14285714285714285,0.21052631578947367,0.3395504270086544,0.6315789473684212,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
29,2025-01-30,2,137,0.053763440860215055,1,86.6,0.6948582412301778,0.8875,50.8,1713,2,92,0.053763440860215055,2.91,3.41,9.6,58.0,4800.0,49,54,6479.0,4.795918367346938,1,0,1,0.8,0.3769633507853403,0.0,0.056910569105691255,0.3076923076923075,0.18181818181818166,0.08727695888285492,0.12757201646090538,0.26428571428571446,0.4,0.7499999999999989,0.06289308176100628,0.26530612244897966,1.0,1.0,-0.40135957270572103,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
30,2025-01-31,2,137,0.03763440860215054,1,86.6,0.6948582412301778,0.8875,50.8,1819,2,92,0.053763440860215055,2.91,3.41,9.2,76.0,6000.0,31,38,6855.0,7.580645161290323,1,0,1,0.8,0.3769633507853403,0.0,0.056910569105691255,0.3076923076923075,0.18181818181818166,0.12839410395655548,0.12757201646090538,0.26428571428571446,0.4,0.2499999999999989,0.17610062893081757,0.7551020408163265,0.4857142857142857,0.5789473684210527,-0.35840164519722373,0.23225806451612913,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
31,2025-02-01,1,101,0.053763440860215055,1,93.7,0.7208073041806824,0.8888888888888888,52.6,1837,2,79,0.053763440860215055,2.91,3.07,10.1,60.0,5500.0,38,42,5399.0,6.184210526315789,1,0,1,0.6000000000000001,0.1884816753926702,0.2448275862068967,0.14471544715447182,0.316239316239316,0.3454545454545457,0.1353762606671839,0.07407407407407407,0.26428571428571446,-0.7333333333333333,1.3749999999999984,0.07547169811320753,0.5510204081632655,0.6857142857142857,0.6842105263157894,-0.5247493644854474,0.11578947368421061,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
32,2025-02-02,1,101,0.053763440860215055,1,93.7,0.7208073041806824,0.8888888888888888,52.6,1940,2,92,0.053763440860215055,2.91,3.41,9.2,76.0,6000.0,30,34,6529.0,7.833333333333332,1,0,1,0.6000000000000001,0.1884816753926702,0.2448275862068967,0.14471544715447182,0.316239316239316,0.3454545454545457,0.1753297129557797,0.12757201646090538,0.26428571428571446,0.4,0.2499999999999989,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,-0.3956470823455485,0.25333333333333324,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
33,2025-02-03,1,101,0.053763440860215055,1,93.7,0.7208073041806824,0.8888888888888888,52.6,1956,2,92,0.053763440860215055,2.91,3.41,9.2,76.0,6000.0,30,34,7129.0,7.833333333333332,1,0,1,0.6000000000000001,0.1884816753926702,0.2448275862068967,0.14471544715447182,0.316239316239316,0.3454545454545457,0.18153607447633824,0.12757201646090538,0.26428571428571446,0.4,0.2499999999999989,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,-0.3270971980234783,0.25333333333333324,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
34,2025-04-02,0,110,0.053763440860215055,0,96.5,0.7851994233541567,0.8888888888888888,54.5,2010,2,92,0.053763440860215055,2.91,3.41,9.2,76.0,6000.0,30,34,7295.0,7.833333333333332,1,0,1,0.4,0.23560209424083772,0.3413793103448275,0.36260162601626034,0.316239316239316,0.5181818181818185,0.20248254460822346,0.12757201646090538,0.26428571428571446,0.4,0.2499999999999989,0.17610062893081757,0.7551020408163265,0.45714285714285713,0.4736842105263157,-0.30813173002770555,0.25333333333333324,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
36,2025-06-02,0,106,0.053763440860215055,1,96.5,0.8049014896684287,0.9055555555555556,53.3,2236,2,110,0.053763440860215055,3.15,3.58,9.0,86.0,5800.0,27,33,7895.0,8.703703703703704,1,0,1,0.4,0.21465968586387435,0.3413793103448275,0.4292682926829272,0.4188034188034191,0.40909090909090917,0.29014740108611325,0.20164609053497945,0.4357142857142857,0.9666666666666659,0.0,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,-0.23958184570563537,0.325925925925926,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
37,2025-02-07,0,106,0.053763440860215055,1,96.5,0.8049014896684287,0.9055555555555556,53.3,2289,2,110,0.053763440860215055,3.15,3.58,9.0,86.0,5800.0,27,33,9095.0,8.703703703703704,1,0,1,0.4,0.21465968586387435,0.3413793103448275,0.4292682926829272,0.4188034188034191,0.40909090909090917,0.3107059736229635,0.20164609053497945,0.4357142857142857,0.9666666666666659,0.0,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,-0.10248207706149495,0.325925925925926,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
38,2025-08-02,0,85,0.053763440860215055,0,96.5,0.8428640076886112,0.9055555555555556,54.1,2304,2,110,0.053763440860215055,3.15,3.58,9.0,86.0,5800.0,27,33,8845.0,8.703703703703704,1,0,1,0.4,0.10471204188481675,0.3413793103448275,0.5577235772357723,0.4188034188034191,0.48181818181818237,0.31652443754848725,0.20164609053497945,0.4357142857142857,0.9666666666666659,0.0,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,-0.13104452886235754,0.325925925925926,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
39,2025-02-09,0,85,0.053763440860215055,0,96.5,0.8428640076886112,0.8680555555555556,54.1,2372,2,110,0.053763440860215055,3.15,3.58,9.0,86.0,5800.0,27,33,10295.0,8.703703703703704,1,0,1,0.4,0.10471204188481675,0.3413793103448275,0.5577235772357723,0.18803418803418825,0.48181818181818237,0.34290147401086113,0.20164609053497945,0.4357142857142857,0.9666666666666659,0.0,0.23899371069182385,0.6734693877551019,0.3714285714285714,0.4473684210526315,0.03461769158264545,0.325925925925926,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
41,2025-02-11,1,107,0.053763440860215055,1,96.5,0.8125901009130225,0.9166666666666666,51.0,2293,2,110,0.3225806451612903,3.15,3.58,9.1,100.0,5500.0,25,31,10345.0,9.4,1,0,1,0.6000000000000001,0.21989528795811514,0.3413793103448275,0.45528455284552827,0.4871794871794872,0.20000000000000018,0.3122575640031032,0.20164609053497945,0.4357142857142857,0.9666666666666659,0.12499999999999944,0.32704402515723274,0.5510204081632655,0.31428571428571433,0.39473684210526316,0.04033018194281797,0.38400000000000006,0.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
42,2025-12-02,0,122,0.010752688172043012,0,94.3,0.8202787121576165,0.8583333333333333,53.5,2337,2,111,0.3225806451612903,3.31,3.23,8.5,78.0,4800.0,24,29,6785.0,9.791666666666666,1,0,1,0.4,0.29842931937172773,0.2655172413793103,0.4813008130081302,0.12820512820512864,0.4272727272727277,0.3293250581846392,0.205761316872428,0.55,-0.2,-0.6249999999999994,0.18867924528301883,0.26530612244897966,0.28571428571428575,0.3421052631578947,-0.36639913170146526,0.4166666666666667,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
43,2025-02-13,2,122,0.010752688172043012,1,96.0,0.8294089380105718,0.9055555555555556,51.4,2734,2,119,0.005376344086021506,3.43,3.23,9.2,90.0,5000.0,24,29,11048.0,9.791666666666666,1,0,1,0.8,0.29842931937172773,0.32413793103448274,0.5121951219512195,0.4188034188034191,0.23636363636363633,0.4833204034134988,0.23868312757201648,0.6357142857142859,-0.2,0.2499999999999989,0.26415094339622636,0.346938775510204,0.28571428571428575,0.3421052631578947,0.12064779640684356,0.4166666666666667,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
44,2025-02-14,0,145,0.010752688172043012,0,113.0,0.9591542527630946,0.9666666666666666,52.8,4066,3,258,0.46774193548387094,3.63,4.17,8.1,176.0,4750.0,15,19,32250.0,15.666666666666664,0,0,1,0.4,0.41884816753926707,0.9103448275862069,0.9512195121951219,0.7948717948717947,0.3636363636363633,1.0,0.8106995884773662,0.7785714285714287,2.9333333333333305,-1.1249999999999996,0.8050314465408804,0.24489795918367352,0.02857142857142858,0.07894736842105265,2.5429722087343976,0.9066666666666665,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
45,2025-02-15,0,122,0.010752688172043012,0,113.0,0.9591542527630946,0.9666666666666666,52.8,4066,3,258,0.46774193548387094,3.63,4.17,8.1,176.0,4750.0,15,19,35550.0,15.666666666666664,0,0,1,0.4,0.29842931937172773,0.9103448275862069,0.9512195121951219,0.7948717948717947,0.3636363636363633,1.0,0.8106995884773662,0.7785714285714287,2.9333333333333305,-1.1249999999999996,0.8050314465408804,0.24489795918367352,0.02857142857142858,0.07894736842105265,2.919996572505784,0.9066666666666665,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
47,2025-02-17,1,104,0.06989247311827956,1,93.1,0.7645362806343105,0.8916666666666667,54.1,1890,2,91,0.3225806451612903,3.03,3.15,9.0,68.0,5000.0,30,31,5195.0,7.833333333333332,1,0,1,0.6000000000000001,0.20418848167539266,0.22413793103448265,0.29268292682926855,0.3333333333333339,0.48181818181818237,0.15593483320403412,0.12345679012345678,0.34999999999999987,-0.4666666666666667,0.0,0.12578616352201255,0.346938775510204,0.45714285714285713,0.39473684210526316,-0.5480563251549513,0.25333333333333324,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
48,2025-02-18,1,104,0.06989247311827956,1,93.1,0.7645362806343105,0.8916666666666667,54.1,1900,2,91,0.3225806451612903,3.03,3.15,9.0,68.0,5000.0,31,38,6095.0,7.580645161290323,1,0,1,0.6000000000000001,0.20418848167539266,0.22413793103448265,0.29268292682926855,0.3333333333333339,0.48181818181818237,0.15981380915438326,0.12345679012345678,0.34999999999999987,-0.4666666666666667,0.0,0.12578616352201255,0.346938775510204,0.4857142857142857,0.5789473684210527,-0.44523149867184597,0.23225806451612913,0.0,0.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
